Currency,Impact,Previous,Consensus,Actual,Datetime,N_Event
EUR,Low,-10.7,-8.9,-3.7,2021-09-30 03:00:00,Consumer Confidence
EUR,Low,0.5%,0.2%,-2.6%,2021-09-30 03:30:00,Industrial Production
EUR,Low,-20.3%,-12%,-26.9%,2021-09-30 04:00:00,GDP Growth
EUR,Low,-0.9%,-1.6%,-12.8%,2021-09-30 04:30:00,Retail Sales
EUR,Low,7.8%,6.5%,-4.7%,2021-09-30 05:00:00,Retail Sales
EUR,Low,0.4%,0.7%,0.6%,2021-09-30 05:30:00,Inflation Rate
EUR,Low,-€999M,-€1200M,-€888M,2021-09-30 06:00:00,Balance of
EUR,Medium,-7.7,-8,-7.6,2021-09-30 06:30:00,Business Confidence
CAD,Medium,65.1%,65%,64.9%,2021-09-30 08:00:00,Participation Rate
CAD,High,8.5%,8.6%,8.6%,2021-09-30 08:30:00,Unemployment Rate
CAD,High,62.1K,-27.5K,-62.6K,2021-09-30 09:00:00,Employment Change
USD,Low,0.3%,0.2%,0.8%,2021-09-30 10:00:00,Average Hourly
USD,High,336K,71K,-140K,2021-09-30 10:30:00,Non Farm
USD,High,6.7%,6.8%,6.7%,2021-09-30 11:00:00,Unemployment Rate
USD,High,417K,98K,-95K,2021-09-30 11:30:00,Nonfarm Payrolls
USD,Low,34.8,34.8,34.7,2021-09-30 12:00:00,Average Weekly
USD,Low,4.4%,4.4%,5.1%,2021-09-30 12:30:00,Average Hourly
USD,Low,61.5%,61.6%,61.5%,2021-09-30 13:00:00,Participation Rate
USD,Low,-81K,-3K,-45K,2021-09-30 13:30:00,Government Payrolls
USD,Low,35K,20K,38K,2021-09-30 14:00:00,Manufacturing Payrolls
USD,Medium,1.3%,-0.1%,0%,2021-09-30 14:30:00,Wholesale Inventories
USD,Low,-0.2%,0.2%,-0.1%,2021-09-30 15:30:00,Inflation Rate
USD,Low,$4.54B,$9B,$15.27B,2021-09-30 17:00:00,Consumer Credit
AUD,Medium,0.3%,0.3%,0.5%,2021-09-30 17:30:00,TD-MI Inflation
AUD,High,1.4%,7%,7.1%,2021-09-30 18:30:00,Retail Sales
EUR,Low,53.5,54,52.3,2021-09-30 19:00:00,Construction PMI
CNY,Medium,-0.6%,0.4%,0.7%,2021-09-30 19:30:00,Inflation Rate
CNY,Medium,-1.5%,-0.8%,-0.4%,2021-09-30 20:00:00,PPI YoY
CNY,High,-0.5%,0.1%,0.2%,2021-09-30 20:30:00,Inflation Rate
EUR,Low,0.6%,0.9%,0.2%,2021-09-30 21:30:00,Inflation Rate
EUR,Low,-0.1%,0.2%,0%,2021-09-30 22:00:00,Inflation Rate
EUR,Low,-23.6%,-17%,-9%,2021-09-30 22:30:00,Construction Output
EUR,Low,-2.6%,-2%,2.2%,2021-09-30 23:00:00,Industrial Production
EUR,Low,-1.6%,-3%,-3.8%,2021-09-30 23:30:00,Industrial Production
EUR,Low,-1.1%,-3.8%,-0.8%,2021-10-01 00:00:00,Industrial Production
EUR,Low,5.4%,2.2%,-0.4%,2021-10-01 06:00:00,Industrial Production
EUR,Medium,27.2%,35.8%,24.6%,2021-10-01 09:30:00,Unemployment Rate
USD,Low,2.96%,3%,3%,2021-10-01 10:00:00,Consumer Inflation
EUR,Low,-0.3%,-0.1%,0.1%,2021-10-01 12:00:00,Inflation Rate
JPY,Low,6.3%,6.1%,6.2%,2021-10-01 13:30:00,Bank Lending
JPY,Medium,¥2144.7B,¥1551B,¥1878.4B,2021-10-01 14:00:00,Current Account
JPY,Low,45.6,45,35.5,2021-10-01 14:30:00,Eco Watchers
JPY,Low,36.5,37.2,37.1,2021-10-01 15:00:00,Eco Watchers
EUR,Medium,0.8%,0.6%,1%,2021-10-01 15:30:00,Inflation Rate
EUR,Low,-8.3%,-7.9%,-7.9%,2021-10-01 16:30:00,PPI YoY
EUR,High,2.8%,2.2%,-8.1%,2021-10-01 17:30:00,Retail Sales
EUR,High,0.5%,-0.8%,-6.9%,2021-10-01 18:00:00,Retail Sales
CNY,Low,CNY2130B,CNY2200B,CNY1720B,2021-10-01 20:30:00,Total Social
CNY,Medium,CNY1430B,CNY1220B,CNY1260B,2021-10-01 21:00:00,New Yuan
CNY,Low,12.8%,12.8%,12.8%,2021-10-01 21:30:00,Outstanding Loan
CNY,Low,10.7%,10.5%,10.1%,2021-10-01 22:00:00,M2 Money
EUR,Low,-15.3%,-10%,41.7%,2021-10-01 22:30:00,Industrial Production
EUR,Low,-0.7%,-0.3%,-0.5%,2021-10-01 23:00:00,Inflation Rate
EUR,Low,-0.3%,-0.1%,0%,2021-10-01 23:30:00,Inflation Rate
USD,Low,101.4,100.5,95.9,2021-10-02 00:00:00,NFIB Business
USD,Medium,49,47.5,50.1,2021-10-02 02:30:00,IBD/TIPP Economic
USD,Medium,6.632M,6.3M,6.527M,2021-10-02 03:00:00,JOLTs Job
USD,Medium,-1.663M,-2.72M,-5.821M,2021-10-02 07:30:00,API Crude
JPY,Low,8.6%,12.5%,8.7%,2021-10-02 08:00:00,Machine Tool
CNY,Low,12.6%,12%,6.4%,2021-10-02 08:30:00,Vehicle Sales
EUR,Medium,0.1%,0.3%,0.6%,2021-10-02 09:00:00,Wholesale Prices
EUR,Medium,-1.7%,-1.4%,-1.2%,2021-10-02 09:30:00,Wholesale Prices
EUR,Low,-1.9%,-2.6%,-4.2%,2021-10-02 11:00:00,Industrial Production
EUR,Medium,1.4%,-0.4%,-1.4%,2021-10-02 11:30:00,Industrial Production
EUR,Low,-23.4%,-15%,0.7%,2021-10-02 12:00:00,Construction Output
EUR,Medium,2.3%,0.2%,2.5%,2021-10-02 12:30:00,Industrial Production
EUR,Medium,-3.5%,-3.3%,-0.6%,2021-10-02 13:00:00,Industrial Production
EUR,Low,-0.2%,-0.2%,-0.2%,2021-10-02 14:00:00,Inflation Rate
EUR,Low,-0.3%,-0.1%,-0.1%,2021-10-02 14:30:00,Inflation Rate
USD,Medium,0.2%,0.4%,0.4%,2021-10-02 17:00:00,Inflation Rate
USD,Medium,0.2%,0.1%,0.1%,2021-10-02 17:30:00,Core Inflation
USD,High,1.2%,1.3%,1.4%,2021-10-02 18:00:00,Inflation Rate
USD,High,1.6%,1.6%,1.6%,2021-10-02 18:30:00,Core Inflation
USD,Medium,6.39M,2.671M,4.786M,2021-10-02 20:00:00,EIA Distillate
USD,Medium,-8.01M,-2.266M,-3.247M,2021-10-02 22:00:00,EIA Crude
USD,Medium,4.519M,2.695M,4.395M,2021-10-02 22:30:00,EIA Gasoline
USD,Medium,-$145B,-$82B,-$144B,2021-10-03 02:00:00,Monthly Budget
NZD,Low,8.9%,7%,1.2%,2021-10-03 04:00:00,Building Permits
JPY,Low,-0.1%,0.2%,0.5%,2021-10-03 04:30:00,PPI MoM
JPY,Low,-2.3%,-2.2%,-2%,2021-10-03 05:00:00,PPI YoY
JPY,Medium,17.1%,-6.2%,1.5%,2021-10-03 05:30:00,Machinery Orders
JPY,Medium,2.8%,-15.4%,-11.3%,2021-10-03 06:00:00,Machinery Orders
AUD,Medium,3.3%,2.6%,2.6%,2021-10-03 07:00:00,Building Permits
CNY,Medium,21.1%,15%,18.1%,2021-10-03 07:30:00,Exports YoY
CNY,Medium,4.5%,5%,6.5%,2021-10-03 08:00:00,Imports YoY
CNY,Medium,$75.4B,$72.35B,$78.17B,2021-10-03 08:30:00,Balance of
EUR,Low,€7.26B,€5.7B,€5.97B,2021-10-03 09:00:00,Balance of
EUR,Low,0.2%,0.4%,0.2%,2021-10-03 09:30:00,Inflation Rate
EUR,Low,-0.1%,0.1%,0.1%,2021-10-03 10:00:00,Inflation Rate
EUR,Low,1.5%,1.5%,1.6%,2021-10-03 10:30:00,Inflation Rate
EUR,Low,0.1%,0.1%,-0.1%,2021-10-03 11:00:00,Inflation Rate
EUR,Low,1.4%,1.4%,1.5%,2021-10-03 11:30:00,Core Inflation
EUR,Low,0.1%,0.1%,-0.1%,2021-10-03 12:00:00,Core Inflation
EUR,Medium,1.5%,-7%,-4.8%,2021-10-03 12:30:00,Government Budget
EUR,Medium,0.6%,-5.1%,-5%,2021-10-03 13:00:00,Full Year
EUR,Low,-2.1%,-2%,-2.3%,2021-10-03 13:30:00,Inflation Rate
EUR,Low,-2.1%,-2%,-2.4%,2021-10-03 14:00:00,Harmonised Inflation
EUR,Low,0.3%,0.2%,0.2%,2021-10-03 14:30:00,Harmonised Inflation
EUR,Low,-1%,-1%,-1%,2021-10-03 15:00:00,Harmonised Inflation
EUR,Low,0.3%,0.2%,0.3%,2021-10-03 15:30:00,Inflation Rate
EUR,Medium,-1.1%,-1.1%,-1%,2021-10-03 16:00:00,Inflation Rate
USD,High,5072K,5061K,5271K,2021-10-03 19:00:00,Continuing Jobless
USD,High,816K,793.25K,834.25K,2021-10-03 19:30:00,Jobless Claims
USD,High,784K,795K,965K,2021-10-03 20:00:00,Initial Jobless
USD,Medium,-1.1%,-0.7%,0.2%,2021-10-03 20:30:00,Export Prices
USD,Medium,-1%,-0.8%,-0.3%,2021-10-03 21:00:00,Import Prices
USD,Medium,0.2%,0.7%,0.9%,2021-10-03 21:30:00,Import Prices
USD,Medium,0.7%,0.4%,1.1%,2021-10-03 22:00:00,Export Prices
USD,Low,-130B,-128B,-134B,2021-10-03 22:30:00,EIA Natural
NZD,Low,2.6%,2.5%,2.9%,2021-10-04 01:30:00,Food Inflation
AUD,Medium,0.8%,0.5%,5.5%,2021-10-04 03:00:00,Home Loans
AUD,Medium,0.3%,0.2%,6%,2021-10-04 03:30:00,Investment Lending
CNY,Medium,4%,3.8%,3.8%,2021-10-04 04:00:00,House Price
JPY,Low,1.6%,0.3%,-0.7%,2021-10-04 04:30:00,Tertiary Industry
GBP,High,-£13.9B,-£10.175B,-£16.012B,2021-10-04 05:30:00,Goods Trade
GBP,Low,-6.8%,-12.1%,-8.9%,2021-10-04 06:00:00,GDP YoY
GBP,Medium,-5.8%,-4.2%,-4.7%,2021-10-04 06:30:00,Industrial Production
GBP,Medium,1.1%,0.5%,-0.1%,2021-10-04 07:00:00,Industrial Production
GBP,Low,1.6%,0.9%,0.7%,2021-10-04 07:30:00,Manufacturing Production
GBP,Medium,-6.1%,-4.8%,-3.8%,2021-10-04 08:00:00,Manufacturing Production
GBP,Medium,-2.2%,-8.1%,-1.4%,2021-10-04 08:30:00,Construction Output
GBP,High,-£2.3B,-£1.2B,-£5B,2021-10-04 09:00:00,Balance of
GBP,Low,0.6%,-5.7%,-2.6%,2021-10-04 09:30:00,GDP MoM
GBP,Medium,10.5%,3.4%,4.1%,2021-10-04 10:00:00,GDP 3-Month
EUR,Low,0.2%,0.2%,0.2%,2021-10-04 10:30:00,Harmonised Inflation
EUR,Low,0.2%,0%,0%,2021-10-04 11:00:00,Harmonised Inflation
EUR,Medium,0.2%,0%,0%,2021-10-04 11:30:00,Inflation Rate
EUR,Low,0.2%,0.2%,0.2%,2021-10-04 12:00:00,Inflation Rate
EUR,Low,-€159.85B,-€166B,-€176.85B,2021-10-04 12:30:00,Budget Balance
EUR,Low,0.1%,0.1%,0.2%,2021-10-04 13:00:00,Harmonised Inflation
EUR,Low,-0.8%,-0.6%,-0.6%,2021-10-04 13:30:00,Harmonised Inflation
EUR,Low,-0.8%,-0.5%,-0.5%,2021-10-04 14:00:00,Inflation Rate
EUR,Low,0.2%,0.2%,0.2%,2021-10-04 14:30:00,Inflation Rate
EUR,Medium,€29.6B,€26B,€25.8B,2021-10-04 15:30:00,Balance of
EUR,High,16.7%,16.6%,16.7%,2021-10-04 16:00:00,Unemployment Rate
EUR,Low,-2.4%,-1%,-9.2%,2021-10-04 16:30:00,Construction Output
EUR,Low,€4.4B,€4.2B,€6.1B,2021-10-04 17:00:00,Balance of
GBP,Low,4.1%,-2%,0.9%,2021-10-04 17:30:00,NIESR Monthly
USD,Low,0.1%,0.2%,0.1%,2021-10-04 18:30:00,Core PPI
USD,Low,1.4%,1.3%,1.2%,2021-10-04 19:00:00,Core PPI
USD,Low,0.8%,0.8%,0.8%,2021-10-04 19:30:00,PPI YoY
USD,Medium,0.1%,0.4%,0.3%,2021-10-04 20:00:00,PPI MoM
USD,High,4.9,6,3.5,2021-10-04 20:30:00,NY Empire
USD,High,3.7%,3.6%,2.9%,2021-10-04 21:00:00,Retail Sales
USD,High,-1.3%,-0.1%,-1.4%,2021-10-04 21:30:00,Retail Sales
USD,High,-1.4%,0%,-0.7%,2021-10-04 22:00:00,Retail Sales
USD,Low,73.4%,73.6%,74.5%,2021-10-04 22:30:00,Capacity Utilization
USD,Low,-3.5%,-3.4%,-2.8%,2021-10-04 23:00:00,Manufacturing Production
USD,Medium,-5.4%,-4.6%,-3.6%,2021-10-04 23:30:00,Industrial Production
USD,Medium,0.5%,0.5%,1.6%,2021-10-05 00:00:00,Industrial Production
USD,Low,0.8%,0.5%,0.9%,2021-10-05 00:30:00,Manufacturing Production
USD,Medium,0.8%,0.5%,0.5%,2021-10-05 01:30:00,Business Inventories
USD,Medium,90,88,87.7,2021-10-05 02:00:00,Michigan Current
USD,High,80.7,80,79.2,2021-10-05 02:30:00,Michigan Consumer
USD,Medium,2.5%,2.1%,3%,2021-10-05 03:00:00,Michigan Inflation
USD,Medium,74.6,75.1,73.8,2021-10-05 03:30:00,Michigan Consumer
USD,Medium,2.5%,2.3%,2.7%,2021-10-05 04:00:00,Michigan 5
JPY,Low,-9,-8,-1,2021-10-05 05:30:00,Reuters Tankan
CNY,Medium,7%,6.9%,7.3%,2021-10-05 07:00:00,Industrial Production
CNY,High,5%,5.5%,4.6%,2021-10-05 07:30:00,Retail Sales
CNY,Medium,4.9%,6.1%,6.5%,2021-10-05 08:00:00,GDP Growth
CNY,Medium,3%,3.2%,2.6%,2021-10-05 08:30:00,GDP Growth
CNY,Medium,2.6%,3.2%,2.9%,2021-10-05 09:00:00,Fixed Asset
CNY,Low,76.7%,76.9%,78%,2021-10-05 09:30:00,Industrial Capacity
CNY,High,5.2%,5.2%,5.2%,2021-10-05 10:30:00,Unemployment Rate
JPY,Low,6%,2.5%,-2.9%,2021-10-05 11:00:00,Capacity Utilization
JPY,Low,-3%,-3.4%,-3.9%,2021-10-05 11:30:00,Industrial Production
JPY,Medium,4%,0%,-0.5%,2021-10-05 12:00:00,Industrial Production
EUR,Low,0%,0.2%,0.2%,2021-10-05 13:30:00,Harmonised Inflation
EUR,Low,-0.3%,-0.3%,-0.3%,2021-10-05 14:00:00,Harmonised Inflation
EUR,Medium,-0.2%,-0.1%,-0.2%,2021-10-05 14:30:00,Inflation Rate
EUR,Low,-0.1%,0.3%,0.2%,2021-10-05 15:00:00,Inflation Rate
CAD,Medium,259.9K,227K,228.3K,2021-10-05 19:30:00,Housing Starts
NZD,Low,92.6%,92.7%,95.1%,2021-10-05 22:30:00,NZIER Capacity
NZD,Low,-40%,-30%,-6%,2021-10-05 23:00:00,NZIER Business
AUD,High,15.2%,1.3%,91.8%,2021-10-06 00:30:00,HIA New
USD,Low,0.8%,0.5%,1.2%,2021-10-06 01:00:00,Inflation Rate
EUR,Low,-0.8%,0.5%,0.5%,2021-10-06 02:00:00,Inflation Rate
EUR,Low,-0.7%,-0.7%,-0.7%,2021-10-06 02:30:00,Harmonised Inflation
EUR,Low,-1%,0.6%,0.6%,2021-10-06 03:00:00,Harmonised Inflation
EUR,Medium,-0.3%,-0.3%,-0.3%,2021-10-06 03:30:00,Inflation Rate
CHF,Low,-2.7%,-2.5%,-2.3%,2021-10-06 04:00:00,Producer &
CHF,Low,-0.1%,0.3%,0.5%,2021-10-06 04:30:00,Producer &
EUR,Low,€33B,€29B,€26.8B,2021-10-06 05:30:00,Current Account
EUR,Medium,€7.575B,€5.6B,€6.766B,2021-10-06 06:30:00,Balance of
GBP,Low,-0.7%,5.2%,5.6%,2021-10-06 07:00:00,Labour Productivity
EUR,Medium,-1.9%,-1.6%,-1.3%,2021-10-06 07:30:00,Construction Output
EUR,Medium,54.4,57,58.3,2021-10-06 08:00:00,ZEW Economic
EUR,Low,-66.5,-68.5,-66.4,2021-10-06 08:30:00,ZEW Current
EUR,High,55,60,61.8,2021-10-06 09:00:00,ZEW Economic
EUR,Low,€8049M,€6450M,€7110M,2021-10-06 09:30:00,Current Account
EUR,Low,-1.4%,-1.3%,-1.2%,2021-10-06 10:00:00,Harmonised Inflation
EUR,Low,-1%,-0.8%,-0.9%,2021-10-06 10:30:00,Inflation Rate
EUR,Low,-0.5%,0%,0.2%,2021-10-06 11:00:00,Residential Property
EUR,Low,0.4%,0.1%,0.4%,2021-10-06 11:30:00,Residential Property
EUR,Low,-4.7%,-4.4%,-4%,2021-10-06 12:00:00,PPI YoY
EUR,Medium,7.4%,7.6%,7.6%,2021-10-06 13:00:00,Unemployment Rate
CAD,Low,159K,150K,132K,2021-10-06 13:30:00,New Motor
CAD,Low,0.3%,-0.1%,-0.6%,2021-10-06 14:00:00,Manufacturing Sales
CAD,Low,1%,1%,0.7%,2021-10-06 14:30:00,Wholesale Sales
AUD,High,4.1%,-1.8%,-4.5%,2021-10-06 21:00:00,Westpac Consumer
AUD,High,112,110,107,2021-10-06 21:30:00,Westpac Consumer
CNY,Medium,6.3%,6%,6.2%,2021-10-06 22:30:00,FDI 
CNY,High,3.85%,3.85%,3.85%,2021-10-06 23:00:00,Loan Prime
CNY,Medium,4.65%,4.65%,4.65%,2021-10-06 23:30:00,Loan Prime
EUR,Low,-0.9%,-0.3%,0.7%,2021-10-07 00:00:00,PPI YoY
EUR,Low,-0.5%,-0.3%,0.2%,2021-10-07 01:00:00,PPI YoY
EUR,Medium,0.2%,0.3%,0.8%,2021-10-07 01:30:00,PPI MoM
GBP,Low,0.9%,1.2%,1.2%,2021-10-07 02:00:00,Retail Price
GBP,Low,-0.3%,0.5%,0.6%,2021-10-07 02:30:00,Retail Price
GBP,Low,-0.3%,1%,0.2%,2021-10-07 03:00:00,PPI Input
GBP,Low,0.4%,0.7%,0.8%,2021-10-07 03:30:00,PPI Input
GBP,Low,-0.6%,-0.6%,-0.4%,2021-10-07 04:00:00,PPI Output
GBP,Low,0.3%,0.2%,0.3%,2021-10-07 04:30:00,PPI Output
GBP,Medium,-0.1%,0.2%,0.3%,2021-10-07 05:00:00,Inflation Rate
GBP,Medium,1.1%,1.3%,1.4%,2021-10-07 05:30:00,Core Inflation
GBP,High,0.3%,0.5%,0.6%,2021-10-07 06:00:00,Inflation Rate
GBP,Low,-0.1%,0.2%,0.3%,2021-10-07 06:30:00,Core Inflation
GBP,Low,1%,1.1%,1.2%,2021-10-07 07:00:00,PPI Core
GBP,Low,0.1%,0.1%,0.1%,2021-10-07 07:30:00,PPI Core
EUR,Low,1.3%,1%,1.2%,2021-10-07 08:00:00,Inflation Rate
EUR,Low,0.2%,0.6%,0.6%,2021-10-07 08:30:00,Inflation Rate
EUR,Low,1.1%,1%,1%,2021-10-07 09:00:00,Harmonised Inflation
EUR,Low,0.2%,0.6%,0.6%,2021-10-07 09:30:00,Harmonised Inflation
EUR,Low,1.6%,1.7%,1.6%,2021-10-07 10:00:00,Harmonised Inflation
EUR,Low,0.1%,0%,-0.1%,2021-10-07 10:30:00,Harmonised Inflation
EUR,Low,-€0.767B,-€1.4B,-€1.259B,2021-10-07 11:00:00,Current Account
EUR,Low,-1.1%,-0.8%,-0.8%,2021-10-07 11:30:00,Harmonised Inflation
EUR,Medium,0.2%,0.2%,0.2%,2021-10-07 12:00:00,Core Inflation
EUR,Medium,-0.3%,-0.3%,-0.3%,2021-10-07 12:30:00,Inflation Rate
EUR,Low,-0.3%,0.3%,0.3%,2021-10-07 13:00:00,Inflation Rate
EUR,Low,6.3%,6.3%,6.4%,2021-10-07 13:30:00,Unemployment Rate
EUR,Low,0.2%,0.3%,0.2%,2021-10-07 14:00:00,Inflation Rate
EUR,Low,€421.5M,-€220M,-€102.9M,2021-10-07 15:00:00,Current Account
CAD,Medium,0.1%,0%,-0.2%,2021-10-07 16:30:00,Inflation Rate
CAD,Medium,1.5%,1.4%,1.5%,2021-10-07 17:00:00,Core Inflation
CAD,High,1%,1%,0.7%,2021-10-07 17:30:00,Inflation Rate
CAD,Medium,0.25%,0.25%,0.25%,2021-10-07 19:00:00,BoC Interest
USD,Medium,86,86,83,2021-10-07 20:00:00,NAHB Housing
USD,Medium,-5.821M,-0.28M,2.562M,2021-10-07 22:30:00,API Crude
NZD,Low,-98.2%,-96%,-98.6%,2021-10-07 23:00:00,Visitor Arrivals
JPY,Low,-11.1%,-14%,-11.6%,2021-10-08 00:30:00,Imports YoY
JPY,Medium,-4.2%,2.4%,2%,2021-10-08 01:00:00,Exports YoY
JPY,High,¥366.8B,¥942.8B,¥751B,2021-10-08 01:30:00,Balance of
AUD,Low,3.5%,3.4%,3.4%,2021-10-08 02:00:00,Consumer Inflation
AUD,Medium,5.7K,70K,14.3K,2021-10-08 03:00:00,Part Time
AUD,Low,66.1%,66.2%,66.2%,2021-10-08 03:30:00,Participation Rate
AUD,Medium,84.2K,-30K,35.7K,2021-10-08 04:00:00,Full Time
AUD,High,6.8%,6.7%,6.6%,2021-10-08 04:30:00,Unemployment Rate
AUD,High,90K,50K,50K,2021-10-08 05:00:00,Employment Change
JPY,Medium,-0.1%,-0.1%,-0.1%,2021-10-08 05:30:00,BoJ Interest
EUR,Medium,4%,4%,3.9%,2021-10-08 06:30:00,Unemployment Rate
EUR,Low,-6.8%,-5.4%,-6.5%,2021-10-08 07:00:00,Household Consumption
EUR,Medium,-20,-17,-19,2021-10-08 07:30:00,Consumer Confidence
EUR,Medium,94,94,98,2021-10-08 08:00:00,Business Confidence
EUR,Low,91,88,92,2021-10-08 08:30:00,Business Climate
EUR,Low,-2%,-3.2%,-4.6%,2021-10-08 09:30:00,Industrial Sales
EUR,Low,1.2%,0.7%,5.3%,2021-10-08 10:00:00,Industrial Orders
EUR,Low,2.1%,-1.4%,-2%,2021-10-08 10:30:00,Industrial Sales
EUR,Low,3%,-2.3%,-1.3%,2021-10-08 11:00:00,Industrial Orders
EUR,Medium,-€0.65B,-€1.2B,-€0.59B,2021-10-08 11:30:00,Balance of
EUR,Low,0%,0.1%,-0.2%,2021-10-08 12:00:00,PPI YoY
EUR,Low,-30,-29,-29,2021-10-08 12:30:00,Consumer Confidence
EUR,Low,-8,-6,-10,2021-10-08 13:30:00,Consumer Confidence
EUR,Low,-0.6%,-0.4%,-0.7%,2021-10-08 14:30:00,PPI YoY
GBP,Medium,0,-8,-22,2021-10-08 16:00:00,CBI Business
GBP,Medium,-25,-35,-38,2021-10-08 16:30:00,CBI Industrial
EUR,Medium,0.25%,0.25%,0.25%,2021-10-08 17:00:00,Marginal Lending
EUR,Medium,-0.5%,-0.5%,-0.5%,2021-10-08 17:30:00,Deposit Facility
EUR,Medium,0%,0%,0%,2021-10-08 18:00:00,ECB Interest
CAD,Medium,4.6%,4.7%,4.6%,2021-10-08 18:30:00,New Housing
CAD,Medium,0.6%,0.3%,0.3%,2021-10-08 19:00:00,New Housing
CAD,High,-219.8K,18K,-28.8K,2021-10-08 19:30:00,ADP Employment
USD,High,5181K,5400K,5054K,2021-10-08 20:30:00,Continuing Jobless
USD,High,824.5K,861.5K,848K,2021-10-08 21:00:00,Jobless Claims
USD,High,926K,910K,900K,2021-10-08 21:30:00,Initial Jobless
USD,Medium,9.1,12,26.5,2021-10-08 22:00:00,Philadelphia Fed
USD,Medium,5.9%,0.1%,4.5%,2021-10-08 22:30:00,Building Permits
USD,Medium,3.1%,0.2%,5.8%,2021-10-08 23:00:00,Housing Starts
USD,Medium,1.578M,1.56M,1.669M,2021-10-08 23:30:00,Housing Starts
USD,Medium,1.635M,1.6M,1.709M,2021-10-09 00:00:00,Building Permits
EUR,Medium,8.6%,8.8%,8.6%,2021-10-09 00:30:00,Unemployment Rate
EUR,Medium,-13.8,-15.5,-15.5,2021-10-09 01:00:00,Consumer Confidence
NZD,Medium,54.7,53.7,48.7,2021-10-09 03:00:00,Business NZ
NZD,Medium,0.7%,0%,0.5%,2021-10-09 03:30:00,Inflation Rate
NZD,Low,1.4%,1%,1.4%,2021-10-09 04:00:00,Inflation Rate
AUD,High,57,56.5,55.8,2021-10-09 04:30:00,Markit Services
AUD,High,55.7,55.1,57.2,2021-10-09 05:00:00,Markit Manufacturing
AUD,High,55.6,56.2,56,2021-10-09 05:30:00,Markit Composite
JPY,Medium,-0.9%,-1.1%,-1%,2021-10-09 06:00:00,Core Inflation
JPY,Low,-0.3%,-0.3%,-0.4%,2021-10-09 06:30:00,Inflation Rate
JPY,Low,-0.5%,0.1%,-0.3%,2021-10-09 07:00:00,Inflation Rate
JPY,High,-0.9%,-1%,-1.2%,2021-10-09 07:30:00,Inflation Rate
GBP,High,-26,-29,-28,2021-10-09 08:00:00,Gfk Consumer
AUD,High,7.1%,-2.5%,-4.2%,2021-10-09 08:30:00,Retail Sales
JPY,Medium,50,50.9,49.7,2021-10-09 09:00:00,Jibun Bank
JPY,Medium,47.2,49.5,45.7,2021-10-09 09:30:00,Jibun Bank
JPY,Low,48.5,50.2,46.7,2021-10-09 10:00:00,Jibun Bank
GBP,High,-4.1%,1.2%,0.3%,2021-10-09 10:30:00,Retail Sales
GBP,High,2.1%,4%,2.9%,2021-10-09 11:00:00,Retail Sales
GBP,High,-3%,0.8%,0.4%,2021-10-09 11:30:00,Retail Sales
GBP,High,5.3%,7%,6.4%,2021-10-09 12:00:00,Retail Sales
GBP,Low,-£26.1B,-£32.1B,-£34.1B,2021-10-09 12:30:00,Public Sector
EUR,Low,49.5,49,47,2021-10-09 13:00:00,Markit Composite
EUR,Medium,51.1,50.5,51.5,2021-10-09 13:30:00,Markit Manufacturing
EUR,Medium,49.1,48.5,46.5,2021-10-09 14:00:00,Markit Services
EUR,High,52,50.3,50.8,2021-10-09 14:30:00,Markit Composite
EUR,High,47,45.3,46.8,2021-10-09 15:00:00,Markit Services
EUR,High,58.3,57.5,57,2021-10-09 15:30:00,Markit Manufacturing
EUR,High,49.1,47.6,47.5,2021-10-09 16:00:00,Markit Composite
EUR,High,55.2,54.5,54.7,2021-10-09 16:30:00,Markit Manufacturing
EUR,High,46.4,44.5,45,2021-10-09 17:00:00,Markit Services
EUR,Low,1.4%,0.4%,7.2%,2021-10-09 17:30:00,Construction Output
GBP,High,50.4,45.5,40.6,2021-10-09 18:00:00,Markit/CIPS Composite
GBP,High,57.5,54,52.9,2021-10-09 18:30:00,Markit/CIPS Manufacturing
GBP,High,49.4,45,38.8,2021-10-09 19:00:00,Markit/CIPS UK
EUR,Low,€275M,€190M,-€107M,2021-10-09 19:30:00,Current Account
EUR,Low,-10.7%,-10.2%,-14.5%,2021-10-09 20:30:00,Wholesale Prices
EUR,Low,-0.9%,-0.7%,-0.3%,2021-10-09 21:00:00,PPI YoY
EUR,Low,-€8.81B,-€9.6B,-€11.821B,2021-10-09 22:00:00,Budget Balance
CAD,High,0.4%,0.1%,1.3%,2021-10-09 22:30:00,Retail Sales
CAD,High,7.3%,6.9%,7.5%,2021-10-09 23:00:00,Retail Sales
CAD,High,0%,0.3%,2.1%,2021-10-09 23:30:00,Retail Sales
USD,High,54.8,53.6,57.5,2021-10-10 00:30:00,Markit Services
USD,High,55.3,55.9,58,2021-10-10 01:00:00,Markit Composite
USD,High,57.1,56.5,59.1,2021-10-10 01:30:00,Markit Manufacturing
USD,High,-2.2%,-2%,0.7%,2021-10-10 02:00:00,Existing Home
USD,High,6.71M,6.55M,6.76M,2021-10-10 02:30:00,Existing Home
USD,Low,-134B,-174B,-187B,2021-10-10 03:00:00,EIA Natural
USD,Medium,4.786M,1.214M,0.458M,2021-10-10 04:00:00,EIA Distillate
USD,Medium,-3.247M,-1.167M,4.351M,2021-10-10 06:00:00,EIA Crude
USD,Medium,4.395M,2.771M,-0.26M,2021-10-10 06:30:00,EIA Gasoline
